Mês/Ano,Região,Estado,Produto,Quantidade (m³)
05/2023,NORDESTE,Bahia,GORDURA DE FRANGO,"2,894"
05/2023,SUDESTE,Minas Gerais,GORDURA DE FRANGO,"730,768"
05/2023,SUL,Paraná,GORDURA DE FRANGO,"3187,215"
05/2023,SUL,Santa Catarina,GORDURA DE FRANGO,"1773,686"
05/2023,CENTRO OESTE,Goiás,GORDURA DE PORCO,"4441,948"
05/2023,SUDESTE,Minas Gerais,GORDURA DE PORCO,"924,788"
05/2023,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,"4538,249"
05/2023,SUL,Paraná,GORDURA DE PORCO,"749,324"
05/2023,SUL,Rio Grande do Sul,GORDURA DE PORCO,"2525,080"
05/2023,SUL,Santa Catarina,GORDURA DE PORCO,"878,852"
05/2023,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"1073,837"
05/2023,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"2200,773"
05/2023,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"1577,117"
05/2023,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,"178,636"
05/2023,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE FRITURA USADO,"17,278"
05/2023,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,"887,167"
05/2023,NORTE,Rondônia,ÓLEO DE FRITURA USADO,"20,144"
05/2023,NORTE,Tocantins,ÓLEO DE FRITURA USADO,"57,272"
05/2023,SUDESTE,Minas Gerais,ÓLEO DE FRITURA USADO,"34,270"
05/2023,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,"5413,808"
05/2023,SUL,Paraná,ÓLEO DE FRITURA USADO,"289,117"
05/2023,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,"350,536"
05/2023,SUL,Santa Catarina,ÓLEO DE FRITURA USADO,"3287,844"
05/2023,CENTRO OESTE,Goiás,ÓLEO DE MILHO,"257,760"
05/2023,SUL,Paraná,ÓLEO DE MILHO,"436,428"
05/2023,SUL,Santa Catarina,ÓLEO DE MILHO,"727,436"
05/2023,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"780,144"
05/2023,NORTE,Pará,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"8668,484"
05/2023,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),"78747,396"
05/2023,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),"110047,953"
05/2023,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),"28529,225"
05/2023,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),"32664,265"
05/2023,NORDESTE,Piauí,ÓLEO DE SOJA (GLYCINE MAX),"5896,420"
05/2023,NORTE,Pará,ÓLEO DE SOJA (GLYCINE MAX),"1262,787"
05/2023,NORTE,Rondônia,ÓLEO DE SOJA (GLYCINE MAX),"14,906"
05/2023,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),"13071,370"
05/2023,SUDESTE,Minas Gerais,ÓLEO DE SOJA (GLYCINE MAX),"3259,857"
05/2023,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),"1026,816"
05/2023,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),"54718,013"
05/2023,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),"143021,917"
05/2023,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),"15416,439"
05/2023,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,"11761,743"
05/2023,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,"22809,277"
05/2023,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,"3051,106"
05/2023,NORTE,Pará,OUTROS MATERIAIS GRAXOS,"175,625"
05/2023,NORTE,Tocantins,OUTROS MATERIAIS GRAXOS,"572,657"
05/2023,SUDESTE,Rio de Janeiro,OUTROS MATERIAIS GRAXOS,"2380,162"
05/2023,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,"8988,877"
05/2023,SUL,Paraná,OUTROS MATERIAIS GRAXOS,"19817,291"
05/2023,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,"14276,109"
05/2023,SUL,Santa Catarina,OUTROS MATERIAIS GRAXOS,"1748,756"
04/2023,CENTRO OESTE,Goiás,ÁCIDO GRAXO DE ÓLEO DE SOJA,"571,938"
04/2023,CENTRO OESTE,Mato Grosso,ÁCIDO GRAXO DE ÓLEO DE SOJA,"165,495"
04/2023,CENTRO OESTE,Goiás,GORDURA BOVINA,"4963,657"
04/2023,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,"119,999"
04/2023,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,"12,441"
04/2023,NORDESTE,Bahia,GORDURA BOVINA,"1900,825"
04/2023,NORTE,Pará,GORDURA BOVINA,"250,545"
04/2023,NORTE,Rondônia,GORDURA BOVINA,"2141,710"
04/2023,SUDESTE,Minas Gerais,GORDURA BOVINA,"4380,854"
04/2023,SUL,Paraná,GORDURA BOVINA,"891,076"
04/2023,SUL,Rio Grande do Sul,GORDURA BOVINA,"11173,535"
04/2023,SUL,Santa Catarina,GORDURA BOVINA,"34,091"
04/2023,NORDESTE,Bahia,GORDURA DE FRANGO,"75,802"
04/2023,SUDESTE,Minas Gerais,GORDURA DE FRANGO,"668,084"
04/2023,SUDESTE,Rio de Janeiro,GORDURA DE FRANGO,"676,444"
04/2023,SUL,Paraná,GORDURA DE FRANGO,"4152,313"
04/2023,SUL,Santa Catarina,GORDURA DE FRANGO,"3339,517"
04/2023,CENTRO OESTE,Goiás,GORDURA DE PORCO,"3335,189"
04/2023,SUDESTE,Minas Gerais,GORDURA DE PORCO,"222,830"
04/2023,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,"3834,711"
04/2023,SUL,Paraná,GORDURA DE PORCO,"2397,432"
04/2023,SUL,Rio Grande do Sul,GORDURA DE PORCO,"2676,904"
04/2023,SUL,Santa Catarina,GORDURA DE PORCO,"3042,242"
04/2023,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"1816,996"
04/2023,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"4281,972"
04/2023,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"812,311"
04/2023,SUL,Rio Grande do Sul,ÓLEO DE COLZA/CANOLA (BRESSICA CAMPESTRIS),"545,247"
04/2023,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,"85,433"
04/2023,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,"453,972"
04/2023,NORTE,Rondônia,ÓLEO DE FRITURA USADO,"106,056"
04/2023,NORTE,Tocantins,ÓLEO DE FRITURA USADO,"21,434"
04/2023,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,"3679,754"
04/2023,SUL,Paraná,ÓLEO DE FRITURA USADO,"1103,851"
04/2023,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,"1033,890"
04/2023,SUL,Santa Catarina,ÓLEO DE FRITURA USADO,"5858,842"
04/2023,CENTRO OESTE,Goiás,ÓLEO DE MILHO,"498,414"
04/2023,SUDESTE,Rio de Janeiro,ÓLEO DE MILHO,"37,725"
04/2023,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"795,017"
04/2023,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"5840,859"
04/2023,NORTE,Pará,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"5775,314"
04/2023,NORTE,Rondônia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"331,416"
04/2023,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),"69411,551"
04/2023,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),"71396,841"
04/2023,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),"25638,924"
04/2023,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),"28271,498"
04/2023,NORDESTE,Piauí,ÓLEO DE SOJA (GLYCINE MAX),"4469,017"
04/2023,NORTE,Pará,ÓLEO DE SOJA (GLYCINE MAX),"6,082"
04/2023,NORTE,Rondônia,ÓLEO DE SOJA (GLYCINE MAX),"2124,106"
04/2023,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),"11766,677"
04/2023,SUDESTE,Minas Gerais,ÓLEO DE SOJA (GLYCINE MAX),"1604,607"
04/2023,SUDESTE,Rio de Janeiro,ÓLEO DE SOJA (GLYCINE MAX),"894,090"
04/2023,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),"2871,865"
04/2023,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),"62868,406"
04/2023,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),"114995,174"
04/2023,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),"20257,787"
04/2023,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,"19116,560"
04/2023,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,"18304,679"
04/2023,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,"1533,509"
04/2023,NORTE,Pará,OUTROS MATERIAIS GRAXOS,"164,115"
04/2023,NORTE,Tocantins,OUTROS MATERIAIS GRAXOS,"626,145"
04/2023,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,"2035,391"
04/2023,SUDESTE,Rio de Janeiro,OUTROS MATERIAIS GRAXOS,"2755,894"
04/2023,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,"15037,338"
04/2023,SUL,Paraná,OUTROS MATERIAIS GRAXOS,"18725,050"
04/2023,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,"15357,617"
04/2023,SUL,Santa Catarina,OUTROS MATERIAIS GRAXOS,"521,015"
03/2023,CENTRO OESTE,Goiás,ÁCIDO GRAXO DE ÓLEO DE SOJA,"507,582"
03/2023,CENTRO OESTE,Goiás,GORDURA BOVINA,"7302,581"
03/2023,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,"557,036"
03/2023,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,"275,166"
03/2023,NORDESTE,Bahia,GORDURA BOVINA,"4963,159"
03/2023,NORTE,Pará,GORDURA BOVINA,"562,944"
03/2023,NORTE,Rondônia,GORDURA BOVINA,"1974,834"
03/2023,SUDESTE,Minas Gerais,GORDURA BOVINA,"2100,462"
03/2023,SUDESTE,Rio de Janeiro,GORDURA BOVINA,"154,795"
03/2023,SUL,Paraná,GORDURA BOVINA,"3043,492"
03/2023,SUL,Rio Grande do Sul,GORDURA BOVINA,"10193,291"
03/2023,SUL,Santa Catarina,GORDURA BOVINA,"68,182"
03/2023,NORDESTE,Bahia,GORDURA DE FRANGO,"111,187"
03/2023,SUDESTE,Minas Gerais,GORDURA DE FRANGO,"554,347"
03/2023,SUDESTE,Rio de Janeiro,GORDURA DE FRANGO,"536,587"
03/2023,SUL,Paraná,GORDURA DE FRANGO,"1137,686"
03/2023,SUL,Santa Catarina,GORDURA DE FRANGO,"2471,022"
03/2023,CENTRO OESTE,Goiás,GORDURA DE PORCO,"4139,443"
03/2023,SUDESTE,Minas Gerais,GORDURA DE PORCO,"285,317"
03/2023,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,"1249,507"
03/2023,SUL,Paraná,GORDURA DE PORCO,"2105,926"
03/2023,SUL,Rio Grande do Sul,GORDURA DE PORCO,"3498,912"
03/2023,SUL,Santa Catarina,GORDURA DE PORCO,"2232,352"
03/2023,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"1310,653"
03/2023,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"3290,529"
03/2023,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"2214,482"
03/2023,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,"0,124"
03/2023,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE FRITURA USADO,"48,298"
03/2023,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,"180,015"
03/2023,NORTE,Tocantins,ÓLEO DE FRITURA USADO,"17,490"
03/2023,SUDESTE,Minas Gerais,ÓLEO DE FRITURA USADO,"133,349"
03/2023,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,"6167,011"
03/2023,SUL,Paraná,ÓLEO DE FRITURA USADO,"614,549"
03/2023,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,"1126,704"
03/2023,SUL,Santa Catarina,ÓLEO DE FRITURA USADO,"6733,267"
03/2023,CENTRO OESTE,Goiás,ÓLEO DE MILHO,"500,849"
03/2023,SUDESTE,Rio de Janeiro,ÓLEO DE MILHO,"196,018"
03/2023,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"1025,573"
03/2023,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"10628,444"
03/2023,NORTE,Pará,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"5741,833"
03/2023,NORTE,Rondônia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"219,586"
03/2023,NORTE,Pará,ÓLEO DE PALMISTE,"530,912"
03/2023,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),"60937,206"
03/2023,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),"80599,042"
03/2023,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),"18316,424"
03/2023,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),"24396,118"
03/2023,NORDESTE,Piauí,ÓLEO DE SOJA (GLYCINE MAX),"5349,044"
03/2023,NORTE,Pará,ÓLEO DE SOJA (GLYCINE MAX),"43,333"
03/2023,NORTE,Rondônia,ÓLEO DE SOJA (GLYCINE MAX),"964,859"
03/2023,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),"12374,304"
03/2023,SUDESTE,Minas Gerais,ÓLEO DE SOJA (GLYCINE MAX),"1781,597"
03/2023,SUDESTE,Rio de Janeiro,ÓLEO DE SOJA (GLYCINE MAX),"422,167"
03/2023,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),"2481,457"
03/2023,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),"50282,152"
03/2023,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),"98069,460"
03/2023,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),"16989,599"
03/2023,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,"18508,398"
03/2023,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,"23734,851"
03/2023,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,"2325,456"
03/2023,NORTE,Pará,OUTROS MATERIAIS GRAXOS,"192,587"
03/2023,NORTE,Tocantins,OUTROS MATERIAIS GRAXOS,"806,141"
03/2023,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,"40,704"
03/2023,SUDESTE,Rio de Janeiro,OUTROS MATERIAIS GRAXOS,"3180,047"
03/2023,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,"14383,983"
03/2023,SUL,Paraná,OUTROS MATERIAIS GRAXOS,"18486,008"
03/2023,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,"17478,281"
03/2023,SUL,Santa Catarina,OUTROS MATERIAIS GRAXOS,"576,627"
02/2023,CENTRO OESTE,Goiás,ÁCIDO GRAXO DE ÓLEO DE SOJA,"406,723"
02/2023,CENTRO OESTE,Goiás,GORDURA BOVINA,"8486,626"
02/2023,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,"1024,761"
02/2023,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,"637,428"
02/2023,NORDESTE,Bahia,GORDURA BOVINA,"5305,185"
02/2023,NORTE,Pará,GORDURA BOVINA,"455,212"
02/2023,NORTE,Rondônia,GORDURA BOVINA,"4721,961"
02/2023,SUDESTE,Minas Gerais,GORDURA BOVINA,"1947,962"
02/2023,SUDESTE,São Paulo,GORDURA BOVINA,"7389,860"
02/2023,SUL,Paraná,GORDURA BOVINA,"2770,643"
02/2023,SUL,Rio Grande do Sul,GORDURA BOVINA,"12239,456"
02/2023,NORDESTE,Bahia,GORDURA DE FRANGO,"28,648"
02/2023,SUDESTE,Minas Gerais,GORDURA DE FRANGO,"774,320"
02/2023,SUDESTE,Rio de Janeiro,GORDURA DE FRANGO,"426,002"
02/2023,SUDESTE,São Paulo,GORDURA DE FRANGO,"2254,520"
02/2023,SUL,Paraná,GORDURA DE FRANGO,"2706,037"
02/2023,SUL,Santa Catarina,GORDURA DE FRANGO,"1719,351"
02/2023,CENTRO OESTE,Goiás,GORDURA DE PORCO,"2242,398"
02/2023,NORDESTE,Bahia,GORDURA DE PORCO,"329,144"
02/2023,SUDESTE,Minas Gerais,GORDURA DE PORCO,"210,030"
02/2023,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,"2707,170"
02/2023,SUDESTE,São Paulo,GORDURA DE PORCO,"2530,657"
02/2023,SUL,Paraná,GORDURA DE PORCO,"1725,805"
02/2023,SUL,Rio Grande do Sul,GORDURA DE PORCO,"4073,175"
02/2023,SUL,Santa Catarina,GORDURA DE PORCO,"1527,091"
02/2023,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"800,741"
02/2023,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"3847,882"
02/2023,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"1493,814"
02/2023,SUL,Rio Grande do Sul,ÓLEO DE COLZA/CANOLA (BRESSICA CAMPESTRIS),"1654,456"
02/2023,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,"252,701"
02/2023,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE FRITURA USADO,"115,507"
02/2023,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,"374,722"
02/2023,NORTE,Tocantins,ÓLEO DE FRITURA USADO,"20,868"
02/2023,SUDESTE,Minas Gerais,ÓLEO DE FRITURA USADO,"37,850"
02/2023,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,"4787,766"
02/2023,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,"1947,380"
02/2023,SUL,Paraná,ÓLEO DE FRITURA USADO,"1085,003"
02/2023,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,"1595,614"
02/2023,SUL,Santa Catarina,ÓLEO DE FRITURA USADO,"3543,094"
02/2023,CENTRO OESTE,Goiás,ÓLEO DE MILHO,"685,603"
02/2023,SUDESTE,Rio de Janeiro,ÓLEO DE MILHO,"35,869"
02/2023,SUDESTE,São Paulo,ÓLEO DE MILHO,"33,764"
02/2023,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"42,657"
02/2023,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"4670,211"
02/2023,NORTE,Pará,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"3739,046"
02/2023,NORTE,Rondônia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"63,050"
02/2023,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),"41424,475"
02/2023,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),"73953,641"
02/2023,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),"22998,244"
02/2023,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),"23287,664"
02/2023,NORDESTE,Piauí,ÓLEO DE SOJA (GLYCINE MAX),"2396,588"
02/2023,NORTE,Pará,ÓLEO DE SOJA (GLYCINE MAX),"2,147"
02/2023,NORTE,Rondônia,ÓLEO DE SOJA (GLYCINE MAX),"91,797"
02/2023,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),"3902,207"
02/2023,SUDESTE,Minas Gerais,ÓLEO DE SOJA (GLYCINE MAX),"1642,650"
02/2023,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),"2188,500"
02/2023,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),"34240,486"
02/2023,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),"81187,665"
02/2023,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),"12429,041"
02/2023,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,"13800,688"
02/2023,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,"15109,189"
02/2023,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,"3268,135"
02/2023,NORTE,Tocantins,OUTROS MATERIAIS GRAXOS,"235,945"
02/2023,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,"367,138"
02/2023,SUDESTE,Rio de Janeiro,OUTROS MATERIAIS GRAXOS,"77,126"
02/2023,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,"22,857"
02/2023,SUL,Paraná,OUTROS MATERIAIS GRAXOS,"18021,302"
02/2023,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,"17840,124"
01/2023,CENTRO OESTE,Goiás,ÁCIDO GRAXO DE ÓLEO DE SOJA,"662,311"
01/2023,SUDESTE,São Paulo,ÁCIDO GRAXO DE ÓLEO DE SOJA,"50,000"
01/2023,CENTRO OESTE,Goiás,GORDURA BOVINA,"9033,390"
01/2023,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,"2029,756"
01/2023,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,"991,361"
01/2023,NORDESTE,Bahia,GORDURA BOVINA,"6177,109"
01/2023,NORTE,Pará,GORDURA BOVINA,"508,537"
01/2023,NORTE,Rondônia,GORDURA BOVINA,"3620,945"
01/2023,SUDESTE,Minas Gerais,GORDURA BOVINA,"25,024"
01/2023,SUDESTE,Rio de Janeiro,GORDURA BOVINA,"1,040"
01/2023,SUDESTE,São Paulo,GORDURA BOVINA,"7550,276"
01/2023,SUL,Paraná,GORDURA BOVINA,"3039,971"
01/2023,SUL,Rio Grande do Sul,GORDURA BOVINA,"14232,050"
01/2023,CENTRO OESTE,Goiás,GORDURA DE FRANGO,"303,438"
01/2023,SUDESTE,Minas Gerais,GORDURA DE FRANGO,"986,436"
01/2023,SUDESTE,São Paulo,GORDURA DE FRANGO,"1736,306"
01/2023,SUL,Paraná,GORDURA DE FRANGO,"2106,239"
01/2023,SUL,Rio Grande do Sul,GORDURA DE FRANGO,"74,822"
01/2023,SUL,Santa Catarina,GORDURA DE FRANGO,"1673,722"
01/2023,CENTRO OESTE,Goiás,GORDURA DE PORCO,"3199,463"
01/2023,SUDESTE,Minas Gerais,GORDURA DE PORCO,"736,434"
01/2023,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,"8642,484"
01/2023,SUDESTE,São Paulo,GORDURA DE PORCO,"1994,632"
01/2023,SUL,Paraná,GORDURA DE PORCO,"1090,916"
01/2023,SUL,Rio Grande do Sul,GORDURA DE PORCO,"3438,322"
01/2023,SUL,Santa Catarina,GORDURA DE PORCO,"3010,367"
01/2023,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"118,596"
01/2023,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"5316,955"
01/2023,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"2657,491"
01/2023,SUDESTE,Minas Gerais,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"182,316"
01/2023,SUL,Rio Grande do Sul,ÓLEO DE COLZA/CANOLA (BRESSICA CAMPESTRIS),"1175,231"
01/2023,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,"75,891"
01/2023,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE FRITURA USADO,"102,970"
01/2023,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,"359,038"
01/2023,NORTE,Tocantins,ÓLEO DE FRITURA USADO,"3,402"
01/2023,SUDESTE,Minas Gerais,ÓLEO DE FRITURA USADO,"36,554"
01/2023,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,"4307,439"
01/2023,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,"2361,201"
01/2023,SUL,Paraná,ÓLEO DE FRITURA USADO,"685,631"
01/2023,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,"1267,609"
01/2023,SUL,Santa Catarina,ÓLEO DE FRITURA USADO,"5214,813"
01/2023,CENTRO OESTE,Goiás,ÓLEO DE MILHO,"452,946"
01/2023,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"7886,211"
01/2023,NORTE,Pará,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"6436,916"
01/2023,NORTE,Rondônia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"202,361"
01/2023,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),"34753,674"
01/2023,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),"61603,349"
01/2023,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),"21931,977"
01/2023,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),"27173,833"
01/2023,NORDESTE,Piauí,ÓLEO DE SOJA (GLYCINE MAX),"4162,657"
01/2023,NORTE,Pará,ÓLEO DE SOJA (GLYCINE MAX),"1141,798"
01/2023,SUDESTE,Minas Gerais,ÓLEO DE SOJA (GLYCINE MAX),"3109,085"
01/2023,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),"1762,012"
01/2023,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),"36091,792"
01/2023,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),"79573,299"
01/2023,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),"10871,435"
01/2023,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,"11517,074"
01/2023,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,"13916,224"
01/2023,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,"3419,656"
01/2023,SUDESTE,Rio de Janeiro,OUTROS MATERIAIS GRAXOS,"151,902"
01/2023,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,"494,318"
