Mês/Ano,Região,Estado,Produto,Quantidade (m³)
01/2023,SUL,Paraná,OUTROS MATERIAIS GRAXOS,"17297,448"
01/2023,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,"17581,044"
01/2023,SUL,Santa Catarina,OUTROS MATERIAIS GRAXOS,"436,977"
12/2022,CENTRO OESTE,Goiás,ÁCIDO GRAXO DE ÓLEO DE SOJA,"929,828"
12/2022,CENTRO OESTE,Goiás,GORDURA BOVINA,"9653,436"
12/2022,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,"1099,769"
12/2022,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,"1056,367"
12/2022,NORDESTE,Bahia,GORDURA BOVINA,"9241,044"
12/2022,NORTE,Pará,GORDURA BOVINA,"195,984"
12/2022,NORTE,Rondônia,GORDURA BOVINA,"2175,983"
12/2022,SUDESTE,Minas Gerais,GORDURA BOVINA,"2452,227"
12/2022,SUDESTE,Rio de Janeiro,GORDURA BOVINA,"498,869"
12/2022,SUDESTE,São Paulo,GORDURA BOVINA,"6143,395"
12/2022,SUL,Paraná,GORDURA BOVINA,"4573,572"
12/2022,SUL,Rio Grande do Sul,GORDURA BOVINA,"13776,162"
12/2022,SUDESTE,Minas Gerais,GORDURA DE FRANGO,"895,166"
12/2022,SUDESTE,São Paulo,GORDURA DE FRANGO,"2390,167"
12/2022,SUL,Paraná,GORDURA DE FRANGO,"2539,987"
12/2022,SUL,Rio Grande do Sul,GORDURA DE FRANGO,"67,974"
12/2022,SUL,Santa Catarina,GORDURA DE FRANGO,"1320,548"
12/2022,CENTRO OESTE,Goiás,GORDURA DE PORCO,"3626,894"
12/2022,SUDESTE,Minas Gerais,GORDURA DE PORCO,"611,782"
12/2022,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,"2152,134"
12/2022,SUDESTE,São Paulo,GORDURA DE PORCO,"3095,904"
12/2022,SUL,Paraná,GORDURA DE PORCO,"3488,634"
12/2022,SUL,Rio Grande do Sul,GORDURA DE PORCO,"3481,071"
12/2022,SUL,Santa Catarina,GORDURA DE PORCO,"3444,389"
12/2022,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"641,983"
12/2022,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"5464,966"
12/2022,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"3499,103"
12/2022,SUL,Santa Catarina,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"321,057"
12/2022,SUL,Rio Grande do Sul,ÓLEO DE COLZA/CANOLA (BRESSICA CAMPESTRIS),"1022,365"
12/2022,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,"186,078"
12/2022,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE FRITURA USADO,"168,353"
12/2022,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,"477,584"
12/2022,NORTE,Rondônia,ÓLEO DE FRITURA USADO,"47,622"
12/2022,NORTE,Tocantins,ÓLEO DE FRITURA USADO,"20,024"
12/2022,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,"4058,353"
12/2022,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,"3159,570"
12/2022,SUL,Paraná,ÓLEO DE FRITURA USADO,"526,750"
12/2022,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,"1752,831"
12/2022,SUL,Santa Catarina,ÓLEO DE FRITURA USADO,"6270,344"
12/2022,CENTRO OESTE,Goiás,ÓLEO DE MILHO,"1093,399"
12/2022,SUL,Paraná,ÓLEO DE MILHO,"1910,258"
12/2022,SUL,Rio Grande do Sul,ÓLEO DE MILHO,"2268,012"
12/2022,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"2481,944"
12/2022,NORTE,Pará,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"8340,956"
12/2022,NORTE,Rondônia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"184,244"
12/2022,CENTRO OESTE,Goiás,ÓLEO DE PALMISTE,"564,442"
12/2022,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),"55757,457"
12/2022,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),"64812,016"
12/2022,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),"15738,681"
12/2022,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),"27333,857"
12/2022,NORDESTE,Piauí,ÓLEO DE SOJA (GLYCINE MAX),"4348,492"
12/2022,NORTE,Rondônia,ÓLEO DE SOJA (GLYCINE MAX),"4,854"
12/2022,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),"3259,272"
12/2022,SUDESTE,Rio de Janeiro,ÓLEO DE SOJA (GLYCINE MAX),"482,573"
12/2022,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),"43045,095"
12/2022,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),"73025,163"
12/2022,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),"17040,212"
12/2022,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,"17169,445"
12/2022,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,"13934,417"
12/2022,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,"5485,169"
12/2022,NORTE,Tocantins,OUTROS MATERIAIS GRAXOS,"283,217"
12/2022,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,"4604,340"
12/2022,SUDESTE,Rio de Janeiro,OUTROS MATERIAIS GRAXOS,"151,887"
12/2022,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,"2443,182"
12/2022,SUL,Paraná,OUTROS MATERIAIS GRAXOS,"13960,497"
12/2022,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,"20535,522"
11/2022,CENTRO OESTE,Goiás,ÁCIDO GRAXO DE ÓLEO DE SOJA,"1108,935"
11/2022,CENTRO OESTE,Goiás,GORDURA BOVINA,"10760,572"
11/2022,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,"503,346"
11/2022,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,"298,942"
11/2022,NORDESTE,Bahia,GORDURA BOVINA,"8243,980"
11/2022,NORTE,Pará,GORDURA BOVINA,"222,125"
11/2022,NORTE,Rondônia,GORDURA BOVINA,"1701,005"
11/2022,SUDESTE,Minas Gerais,GORDURA BOVINA,"2561,250"
11/2022,SUDESTE,Rio de Janeiro,GORDURA BOVINA,"77,970"
11/2022,SUDESTE,São Paulo,GORDURA BOVINA,"7810,505"
11/2022,SUL,Paraná,GORDURA BOVINA,"4362,033"
11/2022,SUL,Rio Grande do Sul,GORDURA BOVINA,"16668,635"
11/2022,SUDESTE,Minas Gerais,GORDURA DE FRANGO,"1282,378"
11/2022,SUDESTE,São Paulo,GORDURA DE FRANGO,"2313,141"
11/2022,SUL,Paraná,GORDURA DE FRANGO,"2595,740"
11/2022,SUL,Rio Grande do Sul,GORDURA DE FRANGO,"32,571"
11/2022,SUL,Santa Catarina,GORDURA DE FRANGO,"2503,846"
11/2022,CENTRO OESTE,Goiás,GORDURA DE PORCO,"3493,554"
11/2022,SUDESTE,Minas Gerais,GORDURA DE PORCO,"892,824"
11/2022,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,"5636,856"
11/2022,SUDESTE,São Paulo,GORDURA DE PORCO,"4328,910"
11/2022,SUL,Paraná,GORDURA DE PORCO,"4412,671"
11/2022,SUL,Rio Grande do Sul,GORDURA DE PORCO,"3316,518"
11/2022,SUL,Santa Catarina,GORDURA DE PORCO,"2843,503"
11/2022,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"910,449"
11/2022,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"5480,925"
11/2022,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"3843,531"
11/2022,SUL,Santa Catarina,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"560,955"
11/2022,SUL,Rio Grande do Sul,ÓLEO DE COLZA/CANOLA (BRESSICA CAMPESTRIS),"903,068"
11/2022,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,"107,437"
11/2022,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE FRITURA USADO,"24,655"
11/2022,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,"213,959"
11/2022,NORTE,Tocantins,ÓLEO DE FRITURA USADO,"6,348"
11/2022,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,"4626,002"
11/2022,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,"2271,334"
11/2022,SUL,Paraná,ÓLEO DE FRITURA USADO,"412,059"
11/2022,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,"1452,017"
11/2022,SUL,Santa Catarina,ÓLEO DE FRITURA USADO,"4488,467"
11/2022,CENTRO OESTE,Goiás,ÓLEO DE MILHO,"419,699"
11/2022,SUDESTE,São Paulo,ÓLEO DE MILHO,"133,333"
11/2022,SUL,Paraná,ÓLEO DE MILHO,"466,474"
11/2022,SUL,Rio Grande do Sul,ÓLEO DE MILHO,"1178,473"
11/2022,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"77,183"
11/2022,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"437,889"
11/2022,NORTE,Pará,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"5912,360"
11/2022,NORTE,Rondônia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"244,164"
11/2022,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),"61767,248"
11/2022,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),"62013,540"
11/2022,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),"19406,331"
11/2022,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),"23113,710"
11/2022,NORDESTE,Piauí,ÓLEO DE SOJA (GLYCINE MAX),"5504,391"
11/2022,NORTE,Rondônia,ÓLEO DE SOJA (GLYCINE MAX),"584,701"
11/2022,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),"8293,365"
11/2022,SUDESTE,Rio de Janeiro,ÓLEO DE SOJA (GLYCINE MAX),"592,858"
11/2022,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),"321,891"
11/2022,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),"43627,312"
11/2022,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),"83771,570"
11/2022,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),"18670,701"
11/2022,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,"15483,022"
11/2022,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,"16221,114"
11/2022,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,"6446,085"
11/2022,NORTE,Tocantins,OUTROS MATERIAIS GRAXOS,"715,269"
11/2022,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,"4404,233"
11/2022,SUDESTE,Rio de Janeiro,OUTROS MATERIAIS GRAXOS,"271,764"
11/2022,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,"443,182"
11/2022,SUL,Paraná,OUTROS MATERIAIS GRAXOS,"15190,324"
11/2022,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,"20986,766"
11/2022,SUL,Santa Catarina,OUTROS MATERIAIS GRAXOS,"331,152"
10/2022,CENTRO OESTE,Goiás,ÁCIDO GRAXO DE ÓLEO DE SOJA,"968,695"
10/2022,CENTRO OESTE,Mato Grosso,ÁCIDO GRAXO DE ÓLEO DE SOJA,"174,730"
10/2022,SUDESTE,São Paulo,ÁCIDO GRAXO DE ÓLEO DE SOJA,"37,727"
10/2022,CENTRO OESTE,Goiás,GORDURA BOVINA,"7182,619"
10/2022,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,"334,074"
10/2022,NORDESTE,Bahia,GORDURA BOVINA,"4854,896"
10/2022,NORTE,Pará,GORDURA BOVINA,"21,739"
10/2022,NORTE,Rondônia,GORDURA BOVINA,"2471,756"
10/2022,SUDESTE,Minas Gerais,GORDURA BOVINA,"1353,455"
10/2022,SUDESTE,São Paulo,GORDURA BOVINA,"8684,028"
10/2022,SUL,Paraná,GORDURA BOVINA,"2378,832"
10/2022,SUL,Rio Grande do Sul,GORDURA BOVINA,"14730,207"
10/2022,SUDESTE,Minas Gerais,GORDURA DE FRANGO,"462,017"
10/2022,SUDESTE,Rio de Janeiro,GORDURA DE FRANGO,"121,151"
10/2022,SUDESTE,São Paulo,GORDURA DE FRANGO,"1465,236"
10/2022,SUL,Paraná,GORDURA DE FRANGO,"2791,709"
10/2022,SUL,Rio Grande do Sul,GORDURA DE FRANGO,"37,302"
10/2022,SUL,Santa Catarina,GORDURA DE FRANGO,"361,944"
10/2022,CENTRO OESTE,Goiás,GORDURA DE PORCO,"3591,242"
10/2022,SUDESTE,Minas Gerais,GORDURA DE PORCO,"483,594"
10/2022,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,"6667,548"
10/2022,SUDESTE,São Paulo,GORDURA DE PORCO,"2213,119"
10/2022,SUL,Paraná,GORDURA DE PORCO,"1493,467"
10/2022,SUL,Rio Grande do Sul,GORDURA DE PORCO,"2136,591"
10/2022,SUL,Santa Catarina,GORDURA DE PORCO,"737,316"
10/2022,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"1682,848"
10/2022,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"3328,218"
10/2022,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"5375,144"
10/2022,SUL,Rio Grande do Sul,ÓLEO DE COLZA/CANOLA (BRESSICA CAMPESTRIS),"254,636"
10/2022,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,"247,784"
10/2022,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE FRITURA USADO,"32,898"
10/2022,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,"163,430"
10/2022,NORTE,Rondônia,ÓLEO DE FRITURA USADO,"74,219"
10/2022,NORTE,Tocantins,ÓLEO DE FRITURA USADO,"13,543"
10/2022,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,"3851,970"
10/2022,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,"2868,926"
10/2022,SUL,Paraná,ÓLEO DE FRITURA USADO,"88,857"
10/2022,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,"1687,184"
10/2022,SUL,Santa Catarina,ÓLEO DE FRITURA USADO,"1062,734"
10/2022,CENTRO OESTE,Goiás,ÓLEO DE MILHO,"309,780"
10/2022,SUL,Paraná,ÓLEO DE MILHO,"190,594"
10/2022,SUL,Rio Grande do Sul,ÓLEO DE MILHO,"123,455"
10/2022,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"37,649"
10/2022,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"1888,988"
10/2022,NORTE,Pará,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"5030,345"
10/2022,NORTE,Rondônia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"359,617"
10/2022,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),"81663,511"
10/2022,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),"73789,559"
10/2022,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),"24519,591"
10/2022,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),"25298,345"
10/2022,NORDESTE,Piauí,ÓLEO DE SOJA (GLYCINE MAX),"4998,479"
10/2022,NORTE,Rondônia,ÓLEO DE SOJA (GLYCINE MAX),"512,789"
10/2022,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),"9716,654"
10/2022,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),"934,891"
10/2022,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),"50749,029"
10/2022,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),"104996,471"
10/2022,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),"16043,275"
10/2022,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,"21008,711"
10/2022,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,"13582,149"
10/2022,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,"6169,609"
10/2022,NORTE,Tocantins,OUTROS MATERIAIS GRAXOS,"698,409"
10/2022,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,"4931,040"
10/2022,SUDESTE,Rio de Janeiro,OUTROS MATERIAIS GRAXOS,"1048,161"
10/2022,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,"130,000"
10/2022,SUL,Paraná,OUTROS MATERIAIS GRAXOS,"15697,273"
10/2022,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,"24325,536"
09/2022,CENTRO OESTE,Goiás,ÁCIDO GRAXO DE ÓLEO DE SOJA,"973,037"
09/2022,CENTRO OESTE,Mato Grosso,ÁCIDO GRAXO DE ÓLEO DE SOJA,"264,705"
09/2022,SUDESTE,São Paulo,ÁCIDO GRAXO DE ÓLEO DE SOJA,"132,034"
09/2022,CENTRO OESTE,Goiás,GORDURA BOVINA,"8651,967"
09/2022,NORDESTE,Bahia,GORDURA BOVINA,"5763,290"
09/2022,NORTE,Pará,GORDURA BOVINA,"68,137"
09/2022,SUDESTE,Minas Gerais,GORDURA BOVINA,"1238,309"
09/2022,SUDESTE,São Paulo,GORDURA BOVINA,"8477,182"
09/2022,SUL,Paraná,GORDURA BOVINA,"272,961"
09/2022,SUL,Rio Grande do Sul,GORDURA BOVINA,"14097,097"
09/2022,SUDESTE,Minas Gerais,GORDURA DE FRANGO,"686,008"
09/2022,SUDESTE,Rio de Janeiro,GORDURA DE FRANGO,"37,492"
09/2022,SUDESTE,São Paulo,GORDURA DE FRANGO,"1815,731"
09/2022,SUL,Paraná,GORDURA DE FRANGO,"1289,648"
09/2022,SUL,Rio Grande do Sul,GORDURA DE FRANGO,"69,057"
09/2022,SUL,Santa Catarina,GORDURA DE FRANGO,"1743,895"
09/2022,CENTRO OESTE,Goiás,GORDURA DE PORCO,"3138,978"
09/2022,SUDESTE,Minas Gerais,GORDURA DE PORCO,"681,659"
09/2022,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,"6255,793"
09/2022,SUDESTE,São Paulo,GORDURA DE PORCO,"2309,303"
09/2022,SUL,Paraná,GORDURA DE PORCO,"3039,456"
09/2022,SUL,Rio Grande do Sul,GORDURA DE PORCO,"2889,783"
09/2022,SUL,Santa Catarina,GORDURA DE PORCO,"2679,712"
09/2022,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"1515,367"
09/2022,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"1791,300"
09/2022,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"4578,261"
09/2022,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,"64,446"
09/2022,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,"363,523"
09/2022,NORTE,Tocantins,ÓLEO DE FRITURA USADO,"7,772"
09/2022,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,"4980,966"
09/2022,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,"3540,313"
09/2022,SUL,Paraná,ÓLEO DE FRITURA USADO,"479,550"
09/2022,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,"1357,735"
09/2022,SUL,Santa Catarina,ÓLEO DE FRITURA USADO,"5185,906"
09/2022,CENTRO OESTE,Goiás,ÓLEO DE MILHO,"461,833"
09/2022,SUDESTE,São Paulo,ÓLEO DE MILHO,"68,182"
09/2022,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"218,348"
09/2022,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"6397,128"
09/2022,NORTE,Pará,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"5669,274"
09/2022,NORTE,Rondônia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"129,448"
09/2022,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),"71861,659"
09/2022,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),"62592,987"
09/2022,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),"14226,403"
09/2022,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),"30390,625"
09/2022,NORDESTE,Piauí,ÓLEO DE SOJA (GLYCINE MAX),"5745,710"
09/2022,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),"14914,170"
09/2022,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),"1594,801"
09/2022,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),"46886,471"
09/2022,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),"107359,621"
09/2022,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),"16147,907"
09/2022,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,"21517,573"
09/2022,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,"19605,102"
09/2022,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,"6359,731"
09/2022,NORTE,Tocantins,OUTROS MATERIAIS GRAXOS,"964,190"
09/2022,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,"5635,976"
09/2022,SUDESTE,Rio de Janeiro,OUTROS MATERIAIS GRAXOS,"806,474"
09/2022,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,"37,302"
09/2022,SUL,Paraná,OUTROS MATERIAIS GRAXOS,"13662,313"
09/2022,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,"25764,650"
09/2022,SUL,Santa Catarina,OUTROS MATERIAIS GRAXOS,"8,297"
08/2022,CENTRO OESTE,Goiás,ÁCIDO GRAXO DE ÓLEO DE SOJA,"666,743"
08/2022,CENTRO OESTE,Mato Grosso,ÁCIDO GRAXO DE ÓLEO DE SOJA,"230,200"
08/2022,SUDESTE,São Paulo,ÁCIDO GRAXO DE ÓLEO DE SOJA,"63,636"
08/2022,CENTRO OESTE,Goiás,GORDURA BOVINA,"8279,590"
08/2022,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,"121,185"
08/2022,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,"82,993"
08/2022,NORDESTE,Bahia,GORDURA BOVINA,"5781,871"
08/2022,NORTE,Pará,GORDURA BOVINA,"159,955"
08/2022,NORTE,Rondônia,GORDURA BOVINA,"2070,275"
08/2022,SUDESTE,Minas Gerais,GORDURA BOVINA,"1010,657"
08/2022,SUDESTE,São Paulo,GORDURA BOVINA,"6191,882"
08/2022,SUL,Paraná,GORDURA BOVINA,"3550,781"
08/2022,SUL,Rio Grande do Sul,GORDURA BOVINA,"13903,476"
08/2022,SUDESTE,Minas Gerais,GORDURA DE FRANGO,"1004,371"
08/2022,SUDESTE,Rio de Janeiro,GORDURA DE FRANGO,"36,743"
08/2022,SUDESTE,São Paulo,GORDURA DE FRANGO,"2009,631"
08/2022,SUL,Paraná,GORDURA DE FRANGO,"1432,873"
08/2022,SUL,Rio Grande do Sul,GORDURA DE FRANGO,"31,993"
08/2022,SUL,Santa Catarina,GORDURA DE FRANGO,"525,657"
08/2022,CENTRO OESTE,Goiás,GORDURA DE PORCO,"4553,244"
08/2022,SUDESTE,Minas Gerais,GORDURA DE PORCO,"863,587"
08/2022,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,"5920,218"
08/2022,SUDESTE,São Paulo,GORDURA DE PORCO,"2280,182"
08/2022,SUL,Paraná,GORDURA DE PORCO,"571,554"
08/2022,SUL,Rio Grande do Sul,GORDURA DE PORCO,"2870,383"
08/2022,SUL,Santa Catarina,GORDURA DE PORCO,"470,908"
08/2022,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"78,489"
08/2022,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"2325,987"
08/2022,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"2668,838"
08/2022,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,"230,371"
08/2022,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE FRITURA USADO,"7,636"
08/2022,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,"308,677"
08/2022,NORTE,Tocantins,ÓLEO DE FRITURA USADO,"12,217"
08/2022,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,"5216,878"
08/2022,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,"3377,881"
08/2022,SUL,Paraná,ÓLEO DE FRITURA USADO,"179,792"
08/2022,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,"2034,494"
08/2022,SUL,Santa Catarina,ÓLEO DE FRITURA USADO,"1724,752"
08/2022,CENTRO OESTE,Goiás,ÓLEO DE MILHO,"208,392"
08/2022,SUDESTE,São Paulo,ÓLEO DE MILHO,"191,864"
08/2022,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"116,113"
08/2022,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"8756,153"
08/2022,NORTE,Pará,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"6352,503"
08/2022,NORTE,Rondônia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"834,146"
08/2022,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),"77103,161"
08/2022,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),"92466,335"
08/2022,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),"18450,205"
08/2022,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),"26512,160"
08/2022,NORDESTE,Piauí,ÓLEO DE SOJA (GLYCINE MAX),"5495,557"
08/2022,NORTE,Rondônia,ÓLEO DE SOJA (GLYCINE MAX),"3,454"
08/2022,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),"5240,836"
